"","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"1",119.400002,119.910004,117.709999,117.949997,905100,111.083212
"2",117.879997,118.139999,116.769997,117,938200,110.188522
"3",113.620003,117.040001,113.620003,116.25,1363700,109.482185
"4",116.620003,117.25,115.720001,116.809998,1082000,110.009581
"5",116.980003,117.470001,115.639999,116,878800,109.246739
"6",115.589996,115.639999,114.400002,114.989998,1095900,108.295537
"7",115.230003,117.190002,114.660004,116.949997,845700,110.14143
"8",117.190002,118.07,116.639999,118.029999,856300,111.158556
"9",118.150002,118.559998,117.150002,118.389999,1021400,111.497598
"10",118.239998,118.879997,117.900002,118.25,698000,111.365749
"11",118.019997,118.739998,117.540001,118.739998,979900,111.827221
"12",118.32,118.879997,117.830002,118.32,798600,111.431674
"13",117.449997,117.690002,116.860001,117.309998,656300,111.09076
"14",117.379997,118.529999,116.980003,118.529999,845800,112.246082
"15",118.230003,118.589996,117.330002,118.18,694800,111.914639
"16",118.349998,119.120003,117.639999,118.519997,767100,112.23661
"17",118.169998,118.610001,117.589996,117.940002,630400,111.687365
"18",117.809998,117.989998,116.970001,117.379997,728200,111.157048
"19",117.529999,118.800003,117.110001,118.559998,1041200,112.274491
"20",118.529999,118.900002,118.190002,118.599998,526300,112.312371
"21",118.690002,118.900002,117.739998,118.629997,474900,112.340779
"22",117.93,120.190002,117.93,119.690002,736800,113.344588
"23",119.690002,119.690002,118.910004,119.419998,458500,113.088898
"24",119.519997,120.440002,119.190002,120.370003,660700,113.988538
"25",120.389999,120.720001,119.650002,120.449997,415000,114.064291
"26",120.550003,121.169998,120.239998,120.790001,418100,114.386269
"27",120.699997,121.110001,120.190002,120.32,560000,113.941185
"28",120.699997,121.839996,120.449997,121.690002,543900,115.238557
"29",121.199997,121.599998,120.879997,121,473800,114.585135
"30",121.550003,121.900002,121.349998,121.68,659900,115.229085
"31",121.849998,121.849998,121.059998,121.209999,531400,114.784001
"32",121.540001,121.790001,120.720001,121.290001,601400,114.859762
"33",120.800003,121.25,119.790001,120.080002,655200,113.713911
"34",120.470001,122,120.370003,121.449997,604500,115.011275
"35",121.260002,121.349998,119.879997,120.510002,568700,114.121115
"36",120.349998,121.910004,120.25,120.980003,700400,114.566199
"37",120.709999,121.290001,119.379997,119.449997,715100,113.117306
"38",119.519997,120.07,118.720001,118.779999,518900,112.482828
"39",118.82,120.239998,118.080002,119.82,542600,113.467693
"40",119.18,119.639999,117.760002,118.309998,710600,112.037744
"41",118.209999,119.230003,118.07,118.959999,637100,112.653286
"42",119.169998,119.800003,118.43,118.669998,456300,112.378659
"43",119.800003,120.120003,118.459999,120.050003,515600,113.685503
"44",120.610001,121.379997,120.160004,120.650002,482500,114.253692
"45",120.510002,120.970001,120.099998,120.510002,360900,114.121115
"46",120.75,122.18,120.540001,121.480003,453900,115.039691
"47",121.769997,122,120.870003,120.93,450100,114.518847
"48",121.339996,121.660004,120.309998,120.540001,598400,114.149523
"49",121.239998,122.5,120.889999,122.419998,533900,115.929852
"50",122.550003,123.150002,121.790001,122.940002,381800,116.422288
"51",122.580002,123.800003,121.889999,123.410004,405600,116.867372
"52",123.410004,124.040001,122.709999,122.989998,470500,116.469633
"53",122.849998,123.339996,121.220001,121.980003,335000,115.513183
"54",122.720001,122.720001,120.830002,121.379997,422700,114.944987
"55",121.360001,121.959999,121.040001,121.139999,454200,114.717713
"56",121.349998,122.220001,121.18,121.489998,449600,115.049156
"57",121.290001,121.669998,120.730003,121.07,437900,114.651424
"58",121.269997,121.519997,120.669998,121.419998,814900,114.982867
"59",121.269997,121.889999,121.029999,121.230003,565300,114.802945
"60",121.730003,122.300003,121.230003,121.849998,520600,115.390071
"61",121.769997,122.370003,120.309998,120.669998,624100,114.272629
"62",120.779999,122.889999,120.779999,122.790001,571000,116.280239
"63",122.910004,123.330002,122.230003,122.660004,318500,116.157133
"64",122.330002,122.82,121.110001,121.400002,357900,114.963931
"65",120.980003,121.040001,118.900002,119.050003,602900,112.738518
"66",118.910004,119.589996,118.529999,119.279999,452800,112.956321
"67",119,119.010002,114.550003,115.300003,1078900,109.187326
"68",115.550003,116.050003,114.160004,114.860001,686300,108.77065
"69",114.989998,116.769997,114.440002,116.309998,781400,110.143775
"70",117.260002,118.669998,117.089996,117.940002,1113500,111.687365
"71",118.93,118.93,117.040001,117.360001,749300,111.138112
"72",117.989998,117.989998,116.989998,117.209999,984600,110.996063
"73",116.800003,117.57,116.389999,116.480003,535600,110.304768
"74",116.18,116.620003,115.300003,115.459999,739000,109.33884
"75",115.269997,117.029999,114.889999,115.110001,847800,109.007397
"76",115.410004,115.529999,113.610001,113.660004,1379000,107.634272
"77",112.839996,115.669998,112.75,115.25,984500,109.767717
"78",115.669998,115.889999,114.32,115.870003,1054600,110.358227
"79",115.900002,116.309998,114.860001,115.760002,1036500,110.253459
"80",115.440002,117.029999,115.309998,115.980003,988200,110.462995
"81",115.760002,116.57,115.440002,115.989998,829500,110.472514
"82",116.330002,116.82,115.599998,116.440002,878200,110.901112
"83",116.540001,117.169998,115.889999,116.349998,624300,110.81539
"84",115.900002,116.709999,115.059998,115.099998,916700,109.62485
"85",115.589996,118.620003,115.300003,118.589996,1397400,112.948834
"86",118.5,119.849998,118.080002,118.779999,1214000,113.129798
"87",119.139999,120.709999,119.040001,119.339996,818400,113.663157
"88",119.029999,120.790001,119.029999,119.300003,739500,113.625067
"89",119.669998,122.309998,119.300003,120.669998,947500,114.929893
"90",120.260002,121.029999,118.110001,119.480003,1443100,113.796505
"91",118.510002,119.370003,117.459999,118.440002,1239100,112.805975
"92",118.889999,119.800003,117.57,119.559998,1167500,113.872694
"93",119.68,120.940002,119.370003,120.919998,594400,115.168001
"94",121.290001,122.160004,120.440002,122.110001,829900,116.301396
"95",122.300003,122.800003,121.620003,121.769997,792200,115.977566
"96",122.199997,122.690002,121.449997,121.900002,1057900,116.101387
"97",121.919998,122.449997,121.330002,121.849998,755300,116.053762
"98",122,123.019997,121.410004,122.900002,841900,117.053818
"99",122.849998,123.120003,121.910004,123.120003,789500,117.263354
"100",124.629997,125.57,122.879997,124.739998,1320800,118.806288
"101",124.139999,125.599998,123.879997,125.57,859600,119.596808
"102",126,126.919998,125.43,126.75,1159000,120.720678
"103",127.07,128.690002,126.610001,128.690002,1484600,122.568397
"104",128.809998,129.330002,127.970001,129.029999,943900,122.89222
"105",129.190002,129.610001,128.009995,128.850006,804000,122.720789
"106",128.940002,129.389999,127.68,127.919998,1173700,121.83502
"107",127.75,128.309998,126.760002,127.82,1416800,121.739779
"108",127.669998,128.410004,127.400002,128.289993,722300,122.187415
"109",128.470001,128.520004,127.050003,127.639999,643300,121.568341
"110",128.289993,128.300003,126.470001,126.800003,776000,120.768302
"111",126.809998,127.940002,126.379997,127.839996,847400,121.758824
"112",127.639999,128.110001,126.040001,126.339996,624300,120.330177
"113",126.580002,127.239998,126.239998,126.43,721800,120.4159
"114",126.690002,127.900002,126.260002,127.769997,849200,121.692154
"115",127.43,128.830002,127.07,127.910004,1046900,121.825501
"116",127.080002,127.879997,126.449997,127.010002,846100,120.968312
"117",127.739998,128.389999,127.269997,128.380005,1665300,122.273145
"118",128.830002,128.979996,127.910004,128.369995,707000,122.263612
"119",128.25,129.100006,127.809998,128.539993,949300,122.425523
"120",128.729996,129.639999,128.479996,129.220001,823000,123.073184
"121",129.580002,131.149994,128.850006,129.639999,484400,123.473204
"122",129.479996,130.729996,129.179993,129.979996,951800,123.797027
"123",129.910004,131.720001,129.139999,131.490005,808100,125.235207
"124",131.25,131.429993,130.339996,131.080002,1191400,124.844707
"125",131.25,131.789993,130.410004,131.520004,872400,125.263779
"126",131.070007,131.449997,129.320007,131.389999,772500,125.139959
"127",131.630005,132.830002,131.350006,131.820007,884800,125.549512
"128",130.979996,133.690002,130.979996,133.160004,849200,126.825766
"129",132.740005,133.479996,132.160004,132.990005,810700,126.663855
"130",133.509995,133.570007,131.570007,131.770004,1017700,125.501887
"131",131.369995,132.240005,130.610001,130.649994,687000,124.435154
"132",131.089996,131.259995,128.690002,128.929993,1231400,122.796971
"133",128.960007,130.729996,128.350006,128.820007,1003100,122.692217
"134",129.229996,132.179993,128.820007,131.990005,781100,125.711423
"135",132.979996,134.119995,132.139999,134.100006,859600,127.721054
"136",134.789993,134.839996,132.660004,133.710007,1392800,127.349606
"137",134.039993,135.839996,133.710007,135.770004,741600,129.311613
"138",135.839996,136.539993,135.380005,136.279999,797600,129.797347
"139",136.559998,137.149994,134.919998,135.179993,360500,128.749667
"140",135.160004,136.029999,135.119995,135.289993,528300,128.854435
"141",131.25,131.550003,129.899994,130.75,700700,129.458415
"142",130.949997,131.929993,130.119995,131.020004,550400,129.725752
"143",131.570007,132.369995,128.490005,128.690002,1107500,127.418767
"144",129.339996,131.460007,129.289993,131.259995,612000,129.963372
"145",131.850006,132.679993,131.059998,132.449997,892500,131.141619
"146",132.910004,135.240005,132.729996,135.020004,1636600,133.686239
"147",135.440002,137.039993,134.330002,136.529999,999200,135.181318
"148",137.009995,137.880005,136.139999,137.080002,937400,135.725887
"149",137.380005,138.520004,136.360001,137.770004,664900,136.409074
"150",138.070007,138.690002,137.660004,138.339996,739100,136.973435
"151",138.779999,139.779999,137.179993,138.039993,611900,136.676396
"152",137.429993,139.770004,136.389999,139.660004,1043900,138.280403
"153",139.710007,140.330002,139.100006,139.970001,618300,138.587339
"154",139.880005,141.330002,139.070007,141.089996,731300,139.69627
"155",141.580002,141.860001,140.070007,140.520004,884400,139.131909
"156",140.029999,140.960007,139.559998,140.520004,567000,139.131909
"157",140.899994,143.410004,140.630005,143.160004,861800,141.745829
"158",143,143.199997,142.039993,142.669998,519100,141.260664
"159",142.300003,144.270004,142,144.229996,534300,142.805252
"160",143.679993,145.100006,143.559998,144.220001,698000,142.795356
"161",144.710007,146.070007,142.979996,142.979996,841600,141.5676
"162",143.320007,143.970001,142.009995,143.440002,742000,142.023062
"163",142.690002,144.070007,138.800003,138.800003,1633000,137.428898
"164",139.449997,140.389999,136.970001,140.210007,1535600,138.824973
"165",139.529999,141.910004,139.009995,141.809998,747100,140.409159
"166",141.580002,142.190002,140.100006,141.130005,892100,139.735883
"167",142,143.929993,141.580002,143.789993,711400,142.369596
"168",143.449997,143.5,140.270004,140.949997,1002500,139.557654
"169",140.449997,141.440002,140.080002,140.190002,595600,138.805167
"170",140.970001,142.240005,139.729996,142.220001,1226400,140.815113
"171",142.449997,142.860001,139.910004,140.919998,830800,139.527951
"172",141.350006,142.710007,140.089996,142.660004,864800,141.250769
"173",142.300003,142.360001,140.25,141.080002,529900,139.686374
"174",140.919998,141.710007,139.779999,140.25,705500,138.864572
"175",140.169998,141.860001,139.279999,141.779999,826300,140.379457
"176",141.190002,141.190002,138.089996,138.470001,920200,137.102156
"177",138.190002,140.119995,137.839996,139.369995,834200,137.99326
"178",140.130005,140.929993,139.029999,140.929993,858300,139.537847
"179",140.199997,140.639999,137.509995,138.259995,606900,136.894224
"180",138.589996,139.660004,137.470001,137.660004,785900,136.30016
"181",137.449997,137.770004,136.130005,136.229996,886300,134.884278
"182",136.369995,137.839996,135.570007,137.410004,774300,136.052629
"183",137.740005,139.889999,137.699997,138.759995,792800,137.389285
"184",138.690002,139.330002,137.589996,138.75,586900,137.379389
"185",138.600006,138.660004,136.960007,137.300003,792400,135.943715
"186",137.899994,139.949997,137.899994,139.029999,810100,137.656622
"187",135.740005,137.199997,133.639999,133.820007,1181200,132.498096
"188",134.259995,135.25,133.860001,134.940002,730700,133.607028
"189",134.820007,135.729996,134.529999,134.75,777000,133.418902
"190",135.089996,135.5,134.279999,134.580002,672400,133.250583
"191",135.490005,137.639999,135.410004,137.339996,839300,135.983314
"192",136.710007,137.830002,135.589996,135.979996,1046400,134.636748
"193",136.860001,138.710007,136.610001,137.25,1044000,135.894206
"194",136.679993,137.860001,136.399994,137.509995,562800,136.151633
"195",137.169998,141.729996,137.080002,141.130005,906700,139.735883
"196",140.990005,141.899994,140.259995,141.149994,690300,139.755675
"197",141.020004,144.960007,141,144.729996,1057100,143.300313
"198",144.399994,145.899994,143.75,144.740005,775800,143.310224
"199",144.320007,145.179993,143.440002,143.979996,619100,142.557721
"200",143.990005,144.710007,140.839996,141.160004,956300,139.765586
"201",140.529999,141.550003,140.050003,140.410004,615800,139.022995
"202",140.070007,141.139999,139.100006,139.809998,989100,139.072723
"203",140.479996,142.270004,139.990005,142.25,675500,141.499859
"204",141.889999,142.229996,140.179993,140.479996,943700,139.739188
"205",140.479996,141.240005,138.850006,139.710007,856000,138.97326
"206",139.490005,141.539993,139.490005,140.929993,567000,140.186812
"207",141.240005,143.089996,141,142.169998,443200,141.420279
"208",141.990005,142.070007,139.509995,139.509995,811300,138.774302
"209",139.789993,140.630005,139.369995,139.710007,466900,138.97326
"210",139.380005,139.389999,136.910004,137.350006,838800,136.625704
"211",137.589996,139.119995,136.990005,137.580002,425900,136.854487
"212",137.610001,138.029999,137.070007,137.070007,474900,136.347182
"213",137.240005,138.410004,137.149994,137.649994,450500,136.92411
"214",137.779999,138.100006,136.339996,136.490005,703800,135.770239
"215",136.460007,137.960007,135.710007,137.679993,596600,136.953951
"216",137.089996,137.800003,135.630005,136.600006,504900,135.879659
"217",137.059998,137.380005,136.190002,136.389999,441100,135.67076
"218",136.490005,137.710007,136.059998,136.770004,594400,136.048761
"219",137.059998,137.639999,136.039993,136.509995,773800,135.790122
"220",136.289993,137.399994,136.020004,137.029999,549600,136.307385
"221",137.570007,139.160004,136.940002,137.869995,523500,137.142951
"222",137.970001,139.580002,137.399994,137.800003,821000,137.073328
"223",137.699997,138.889999,136.770004,138.350006,552600,137.620431
"224",137.350006,138.199997,134.720001,134.880005,935400,134.168728
"225",134.149994,134.960007,131.470001,132.309998,895600,131.612274
"226",132.899994,134.050003,132.570007,132.949997,728900,132.248898
"227",133.509995,134.589996,132.610001,132.949997,537900,132.248898
"228",132.210007,133.050003,129.360001,129.649994,1231900,128.966297
"229",130.25,130.270004,128.380005,128.649994,1183700,127.971571
"230",129.320007,132.050003,128.759995,131.5,727900,130.806548
"231",133.240005,135.199997,133.110001,133.330002,714000,132.626899
"232",132.779999,133.610001,130.389999,130.839996,837900,130.150024
"233",130.089996,132,128.929993,131.369995,522200,130.677228
"234",131.789993,133.139999,130.279999,130.649994,717000,129.961024
"235",131.429993,133.419998,130.649994,133.360001,599500,132.65674
"236",133.899994,135.490005,133.570007,134.699997,901400,133.98967
"237",134.139999,134.929993,133.229996,134.309998,536100,133.601727
"238",133.490005,135.059998,133.089996,133.389999,537000,132.68658
"239",133.589996,134.520004,133.149994,133.309998,434600,132.607
"240",133.309998,133.830002,131.740005,132.240005,735100,131.542651
"241",132.330002,133.960007,131.669998,132.869995,420800,132.169318
"242",132.429993,132.699997,131.039993,131.229996,642600,130.537967
"243",131.309998,132.070007,131.300003,131.860001,606800,131.16465
"244",131.660004,132.470001,130.690002,131.550003,660100,130.856287
"245",131.550003,132.070007,129.699997,130.029999,1466800,129.344298
"246",130.080002,131.860001,130.080002,131.649994,968200,130.955751
"247",131.009995,131.070007,129.389999,129.570007,787100,128.886733
"248",129.470001,130.289993,127.419998,127.900002,849000,127.225533
"249",127.709999,128.429993,127.019997,127.459999,561000,126.787851
"250",126.529999,128.440002,123.389999,126.18,1058900,125.514602
"251",126.669998,127.07,125.779999,125.989998,543600,125.325602
"252",125.989998,126.309998,124.660004,124.889999,633200,124.231404
"253",125.029999,127.419998,124.720001,126.220001,607500,125.554392
