"","CNX.Open","CNX.High","CNX.Low","CNX.Close","CNX.Volume","CNX.Adjusted"
"1",46.889999,47.310001,46.360001,46.549999,2305000,46.222608
"2",46.470001,47.139999,46.25,47,1905300,46.669444
"3",47.150002,47.290001,44.48,44.82,7512400,44.504776
"4",45.169998,46.459999,45.099998,46.09,4367200,45.765844
"5",46.09,46.09,45.209999,45.709999,2495800,45.388516
"6",45.610001,46.119999,45.509998,45.709999,1572600,45.388516
"7",45.709999,46.290001,45.470001,46.259998,1192200,45.934647
"8",46.139999,47,46.139999,46.810001,2918500,46.480782
"9",47.09,47.310001,46.639999,47.25,3027300,46.917686
"10",47.259998,47.830002,47.07,47.189999,1500700,46.858106
"11",47,47.189999,45.459999,45.669998,1931100,45.348796
"12",45.450001,46.439999,45.450001,46.299999,1657700,45.974366
"13",46.389999,46.73,45.939999,46.389999,1361000,46.063733
"14",46.18,46.610001,45.639999,46.040001,1676300,45.716197
"15",45.849998,46.119999,45.57,46.07,2231600,45.745984
"16",46.299999,46.610001,45.799999,45.91,1098500,45.58711
"17",45.68,46.23,45.189999,45.290001,2029000,44.971471
"18",45.490002,45.799999,45.240002,45.700001,882800,45.378588
"19",45.580002,45.580002,44.470001,44.549999,2356100,44.236674
"20",44.490002,44.5,43.66,43.68,3040500,43.372794
"21",43.740002,44.150002,43.240002,44.110001,1813200,43.79977
"22",43.66,43.98,43.439999,43.490002,1987000,43.184132
"23",43.189999,43.610001,42.919998,43.290001,2016900,42.985538
"24",43.630001,43.84,43.25,43.560001,1706900,43.253639
"25",43.57,43.630001,41.91,42.509998,3260600,42.211021
"26",42.830002,42.990002,42.509998,42.630001,1970500,42.33018
"27",42.240002,42.790001,40.84,40.970001,3240300,40.681855
"28",41.02,41.849998,40.84,41.689999,2248200,41.396788
"29",41.5,41.5,40.779999,40.880001,2962500,40.592488
"30",41.330002,41.52,40.610001,40.759998,2333800,40.473329
"31",40.759998,40.799999,40.130001,40.709999,2034600,40.423681
"32",40.709999,41.130001,40.52,40.740002,1506800,40.453473
"33",40.529999,40.75,39.959999,40.009998,1853400,39.728604
"34",40.189999,40.470001,39.779999,39.939999,1844000,39.659096
"35",39.939999,40.880001,39.16,40.32,3223800,40.036425
"36",40.5,40.759998,39.360001,39.869999,3486200,39.589589
"37",39.549999,39.630001,38.740002,38.82,2002300,38.546974
"38",38.560001,39.240002,38.459999,38.950001,2209800,38.676061
"39",39.049999,39.740002,38.880001,39.580002,1804600,39.301631
"40",39.23,40.139999,39.169998,39.349998,2294800,39.073246
"41",39.080002,40.18,39.080002,39.919998,1684200,39.639236
"42",40.529999,40.68,39.799999,39.959999,2748000,39.678956
"43",39.959999,40.23,39.639999,40.16,1585000,39.87755
"44",40.119999,40.720001,40.119999,40.459999,1879200,40.175439
"45",40.369999,40.380001,39.18,39.490002,2588700,39.212264
"46",39.549999,40.23,39.400002,39.950001,1847100,39.732416
"47",39.91,39.959999,39.560001,39.73,1061500,39.513613
"48",39.810001,39.939999,39.43,39.700001,1212900,39.483777
"49",39.869999,40.09,39.419998,39.540001,1384500,39.324649
"50",39.560001,40.27,39.509998,39.830002,1961600,39.61307
"51",39.790001,39.849998,39.310001,39.73,1242500,39.513613
"52",39.759998,40.060001,39.419998,39.919998,2366100,39.702577
"53",39.790001,40.400002,39.400002,40.18,2049400,39.961163
"54",40.369999,40.419998,39.32,39.389999,2189900,39.175464
"55",39.5,40.259998,39.5,39.740002,1865200,39.52356
"56",39.790001,40.41,39.549999,40.139999,1855200,39.92138
"57",39.91,39.91,39.490002,39.529999,1062000,39.314701
"58",39.599998,40.310001,39.57,40.279999,1638500,40.060616
"59",40.279999,40.400002,39.73,40.02,2384600,39.802034
"60",40.299999,40.490002,39.98,40.040001,1335700,39.821926
"61",40.049999,40.360001,39.740002,39.82,3001100,39.603123
"62",39.77,40.119999,39.560001,40.110001,1511500,39.891544
"63",39.84,39.849998,38.919998,39.150002,1890500,38.936774
"64",39.189999,39.490002,38.400002,38.689999,2874400,38.479276
"65",38.619999,39.07,38.240002,38.860001,2673300,38.648352
"66",38.540001,39,38.209999,38.98,2825900,38.767698
"67",38.900002,39.240002,38.759998,39.169998,1738300,38.956661
"68",39.119999,39.240002,38.619999,38.900002,1600200,38.688135
"69",38.650002,39.290001,38.540001,38.830002,1617100,38.618517
"70",39.169998,39.290001,38.82,38.869999,1655300,38.658296
"71",38.77,38.84,37.759998,37.98,2609200,37.773144
"72",38.07,38.169998,37.73,38.009998,2882800,37.802979
"73",37.860001,37.860001,37.110001,37.459999,1759900,37.255976
"74",37.509998,37.700001,37.139999,37.16,2314700,36.95761
"75",37.23,37.23,36.509998,37.029999,2779000,36.828317
"76",36.950001,36.959999,35.959999,36.529999,3825800,36.331041
"77",36.490002,37.189999,36.43,37.040001,1972600,36.838265
"78",36.599998,37.48,36.52,37.459999,2162200,37.255976
"79",37.259998,38.009998,37.220001,37.860001,3281500,37.653799
"80",37.799999,37.959999,36.740002,36.84,2578200,36.639354
"81",36.669998,36.77,35.650002,36.119999,2297500,35.923274
"82",36.23,36.23,35.400002,35.540001,2398400,35.346435
"83",35.650002,35.880001,35.299999,35.650002,1723700,35.455836
"84",35.369999,35.52,34.639999,34.720001,1996200,34.530901
"85",34.580002,34.790001,33.68,34.759998,4331600,34.57068
"86",34.5,34.509998,32.599998,32.740002,4815900,32.561685
"87",32.709999,33.220001,32.029999,32.490002,3115800,32.313047
"88",32.709999,33.259998,32.060001,32.130001,2864700,31.955007
"89",32.330002,33.099998,31.74,32.439999,3199300,32.263316
"90",31.860001,33.779999,31.639999,33.669998,5034200,33.486617
"91",33.02,35.240002,33.02,34.509998,4056200,34.322042
"92",34.669998,35.23,34.439999,34.779999,3360000,34.590572
"93",35.119999,35.66,34.599998,34.75,2854100,34.560736
"94",34.889999,35.52,34.849998,35.240002,2167300,35.048069
"95",35.400002,35.66,34.630001,34.669998,1761200,34.48117
"96",34.990002,35.369999,34.66,34.779999,2228900,34.590572
"97",34.580002,34.98,34.16,34.68,2266400,34.491118
"98",34.16,34.450001,33.720001,34.23,4234200,34.043568
"99",33.650002,36.66,33.380001,35.610001,7899000,35.416053
"100",36.040001,36.299999,35.48,36.009998,2906600,35.813872
"101",35.889999,36.130001,35.110001,35.880001,2533300,35.684583
"102",35.77,36.889999,35.349998,36.799999,2775500,36.59957
"103",37.130001,38.060001,36.810001,37.049999,3101100,36.848209
"104",36.810001,37.91,36.349998,37.75,4010400,37.544397
"105",37.959999,39.599998,37.369999,39.25,4497800,39.036227
"106",39.310001,39.540001,38.77,39.34,2345500,39.188638
"107",39.43,40.360001,39.380001,39.98,2766000,39.826175
"108",40.220001,40.419998,38.77,38.939999,3309600,38.790175
"109",38.810001,39.07,38.279999,38.98,1942900,38.830022
"110",38.73,39.580002,38.43,39.43,3618500,39.278292
"111",39.23,39.43,38.310001,38.790001,3881300,38.640755
"112",38.75,39.66,38.689999,39.599998,2587200,39.447636
"113",39.349998,40.360001,39.099998,40.25,3949100,40.095137
"114",39.959999,40.790001,39.959999,40.610001,3245400,40.453752
"115",40.360001,40.900002,40.040001,40.77,6194000,40.613136
"116",40.740002,41.790001,40.529999,41.610001,3425700,41.449904
"117",42.200001,42.259998,40.919998,41.509998,2490500,41.350287
"118",41.529999,41.880001,40.73,40.98,2038300,40.822327
"119",41.07,41.299999,40.02,40.139999,3860400,39.985559
"120",40.16,40.330002,39.689999,40.080002,2481300,39.925792
"121",38.639999,39.220001,38.279999,39.130001,2880900,38.979447
"122",38.700001,38.73,37.09,37.450001,4400900,37.30591
"123",37.259998,38,36.689999,37.220001,3646100,37.076796
"124",37.259998,38.220001,36.860001,37.689999,2107400,37.544985
"125",37.369999,37.720001,36.82,36.919998,3372300,36.777947
"126",36.779999,37.619999,36.389999,36.799999,3139900,36.65841
"127",36.279999,36.490002,34.950001,35.209999,3471000,35.074527
"128",34.610001,36.169998,34.580002,36.099998,3329700,35.961102
"129",35.580002,35.639999,34.740002,34.959999,3108300,34.825489
"130",35.720001,36.099998,35.189999,35.310001,5064100,35.174145
"131",34.84,35.529999,34.299999,34.330002,2533100,34.197916
"132",34.59,34.810001,33.810001,33.950001,3061300,33.819377
"133",33.98,34.790001,33.540001,33.689999,3325100,33.560375
"134",33.950001,35.32,33.759998,34.900002,2889900,34.765722
"135",35.650002,35.799999,34.619999,35.349998,2148200,35.213988
"136",35.419998,35.77,33.75,34.880001,4788200,34.745799
"137",34.529999,34.580002,33.389999,34.57,5518100,34.43699
"138",34.279999,35.330002,34.240002,35.040001,3895300,34.905183
"139",34.970001,35.330002,34.91,34.950001,1076000,34.815529
"140",35.139999,35.470001,34.849998,35.029999,1599100,34.895219
"141",35.099998,35.5,34.919998,35.02,1690200,34.88526
"142",34.970001,35.009998,34.09,34.09,1851400,33.958838
"143",33.959999,34.169998,33.66,33.810001,1803300,33.679916
"144",33.810001,34.360001,33.59,34.299999,1502100,34.168029
"145",33.950001,33.950001,32.209999,32.459999,2797600,32.335108
"146",32.439999,32.689999,31.030001,31.200001,3565700,31.079958
"147",31.51,31.700001,30.48,31.049999,4820400,30.930533
"148",31.040001,31.700001,30.780001,31.450001,4589700,31.328996
"149",31.360001,31.440001,30.469999,30.799999,3865500,30.681495
"150",30.299999,30.530001,29.889999,30.370001,2951000,30.253151
"151",30.459999,30.530001,29.639999,30.370001,4907400,30.253151
"152",30.24,31.030001,30,30.969999,4426400,30.850841
"153",30.950001,31.219999,30.02,30.139999,3098400,30.024035
"154",30.290001,30.719999,30.16,30.26,2385600,30.143574
"155",30.030001,30.43,29.66,30.27,3663700,30.153535
"156",30.52,31.24,30.4,31.23,2667300,31.109841
"157",31.469999,31.469999,30.49,31.110001,3433800,30.990304
"158",30.91,31.040001,30.190001,30.33,3149300,30.213304
"159",30.35,31.129999,30.33,31.049999,1970900,30.930533
"160",30.700001,30.93,30.26,30.68,2202600,30.561958
"161",30.48,30.58,29.68,29.790001,3351300,29.675383
"162",29.860001,30,28.809999,29.26,6861900,29.147421
"163",29,31.209999,28.51,28.950001,7331900,28.838614
"164",29.190001,30.35,28.99,30.26,4993400,30.143574
"165",30.74,32.389999,30.559999,32.259998,5328800,32.135877
"166",31.83,32.5,31.059999,31.23,5378000,31.109841
"167",31.52,31.940001,31.370001,31.790001,2019000,31.667688
"168",31.950001,32.860001,31.76,31.940001,3400400,31.81711
"169",31.950001,33.220001,31.950001,32.900002,3880900,32.773417
"170",32.849998,33,32.209999,32.950001,2372500,32.823224
"171",32.639999,32.950001,32.169998,32.389999,2161500,32.265378
"172",32.82,33,32.5,32.73,2311000,32.667609
"173",33.09,33.689999,32.919998,33.599998,2219600,33.53595
"174",33.380001,33.650002,32.779999,33.459999,1688400,33.396217
"175",33.16,33.779999,32.959999,33.41,2648700,33.346313
"176",32.860001,34.029999,32.700001,33.990002,1623500,33.925209
"177",34.049999,34.25,33.57,33.830002,2092700,33.765515
"178",33.349998,33.84,33.09,33.34,2305900,33.276447
"179",33.59,34.529999,33.450001,34.34,1937600,34.274541
"180",34.330002,34.560001,33.950001,34.32,1492700,34.254578
"181",34.169998,34.310001,32.16,32.299999,2491200,32.238428
"182",32.52,32.599998,31.99,32.200001,2495900,32.138621
"183",32.200001,32.209999,31.33,31.48,5658400,31.419992
"184",31.57,31.83,31.219999,31.780001,3076800,31.719421
"185",31.52,31.530001,29.950001,30.290001,4546200,30.232262
"186",30.290001,30.41,29.549999,30.370001,3301700,30.312109
"187",30.18,30.620001,29.280001,29.459999,3632300,29.403842
"188",29.389999,29.51,28.129999,28.549999,5715600,28.495577
"189",28.139999,28.549999,27.969999,28,3969700,27.946626
"190",28,28.700001,27.66,28.700001,3185300,28.645292
"191",27.030001,28.1,26.700001,27.610001,11445500,27.55737
"192",27.290001,27.389999,26.200001,26.559999,5253500,26.50937
"193",26.459999,27.07,26.110001,27.02,3632300,26.968494
"194",26.92,27.18,26.68,27,3780000,26.948532
"195",27.610001,27.700001,26.5,27.51,3960100,27.45756
"196",27.030001,27.98,26.99,27.9,4697900,27.846816
"197",28.17,28.26,27.82,28.190001,4580000,28.136264
"198",28.299999,28.790001,28.23,28.620001,1980300,28.565445
"199",28.58,28.809999,28.01,28.299999,2083600,28.246053
"200",28.58,29.200001,28.459999,29.02,3463300,28.964682
"201",29.23,29.4,27.4,27.41,3282600,27.35775
"202",27.049999,27.15,26.58,26.76,3132200,26.70899
"203",26.879999,28.17,26.879999,27.93,3086900,27.87676
"204",27.58,28,27.51,27.889999,2143500,27.836835
"205",27.83,28.5,27.549999,27.73,2338400,27.67714
"206",27.59,29.290001,27.59,29.09,3067600,29.034548
"207",28.940001,28.969999,28.27,28.68,3552300,28.62533
"208",28.879999,29.790001,28.76,29.42,2561400,29.363919
"209",29.59,29.610001,28.690001,29.07,1996800,29.014586
"210",29.120001,29.4,27.809999,28.48,4510800,28.425711
"211",28.49,28.82,27.98,28.709999,2603400,28.655272
"212",28.860001,29.040001,28.01,28.559999,2270100,28.505558
"213",28.530001,28.76,28.280001,28.4,4290700,28.345863
"214",28.709999,30.93,28.65,30.780001,5694900,30.721327
"215",30.610001,31.620001,30.370001,31.139999,4495400,31.08064
"216",30.83,31.370001,30.52,31.139999,3844300,31.08064
"217",31.049999,31.700001,30.02,30.049999,6504200,29.992717
"218",30.049999,30.51,29.370001,29.49,3392800,29.433785
"219",29.459999,30.190001,29.110001,30.02,3118600,29.962776
"220",30.09,30.76,29.92,30.68,2142100,30.621518
"221",30.549999,30.889999,30.17,30.200001,2047100,30.142433
"222",30.24,30.309999,29.59,29.879999,4491300,29.823041
"223",30.35,31,28.549999,28.91,8173100,28.854891
"224",28.940001,31.33,28.92,30.870001,5890200,30.811156
"225",30.889999,32.93,30.27,32.48,7446100,32.418086
"226",32.650002,33.349998,32.07,33.09,3815700,33.026923
"227",33.040001,34.139999,33.02,33.209999,4103300,33.146694
"228",33.459999,33.549999,32.169998,32.400002,4415800,32.33824
"229",32.84,33.349998,32.360001,33.049999,3392300,32.986999
"230",32.860001,32.889999,32.049999,32.32,2036700,32.32
"231",32.73,33.389999,32.099998,33.34,2869100,33.34
"232",33.240002,33.369999,32.27,32.299999,2579900,32.299999
"233",32.400002,33.040001,32.360001,32.549999,1484500,32.549999
"234",32.599998,32.720001,31.049999,31.290001,3501200,31.290001
"235",31.52,31.780001,31.120001,31.57,2075800,31.57
"236",31.52,32.169998,31.209999,32.049999,2212700,32.049999
"237",32.060001,32.060001,31.049999,31.370001,2070800,31.370001
"238",31.040001,31.790001,30.77,30.83,2493600,30.83
"239",30.93,31.15,30.27,31.08,1468400,31.08
"240",31.32,32.200001,31.32,31.65,1668500,31.65
"241",31.41,31.73,31.1,31.49,1213300,31.49
"242",31,31.049999,29.690001,29.709999,2278700,29.709999
"243",29.6,29.98,29.25,29.540001,1900100,29.540001
"244",29.42,29.42,28.25,28.5,4170000,28.5
"245",28.540001,28.84,27.82,27.84,3660200,27.84
"246",27.809999,28,27.290001,27.82,3385200,27.82
"247",27.950001,28.66,27.690001,28.440001,2474800,28.440001
"248",28.379999,28.59,27.700001,27.83,2261300,27.83
"249",27.629999,27.780001,27.280001,27.379999,4594400,27.379999
"250",27.25,27.860001,26.879999,27.1,2733500,27.1
"251",27.209999,27.540001,26.82,27.42,3192000,27.42
"252",27.67,28.42,27.65,27.790001,3505900,27.790001
"253",27.98,28.280001,27.34,27.389999,2883100,27.389999
