"","HAR.Open","HAR.High","HAR.Low","HAR.Close","HAR.Volume","HAR.Adjusted"
"1",106.699997,107.410004,106.309998,107.290001,431100,106.078005
"2",106.75,108.309998,106.440002,108.230003,683800,107.007388
"3",108.059998,108.209999,104.07,104.650002,581800,103.467828
"4",104.790001,104.82,102.120003,102.989998,920000,101.826576
"5",102.93,104.099998,102.559998,103.239998,583100,102.073752
"6",103.379997,104.150002,102.699997,103.459999,653400,102.291268
"7",103.959999,104.82,102.339996,104.620003,462100,103.438168
"8",104.610001,104.610001,102.900002,103.309998,553700,102.142961
"9",103.559998,104.269997,103.419998,104.150002,792400,102.973476
"10",104.139999,104.519997,103.639999,104.230003,426700,103.052574
"11",104.199997,107.669998,103.879997,105.059998,850300,103.873192
"12",105.010002,106.989998,104.849998,106.400002,933300,105.198059
"13",106.410004,108.32,105.510002,108.290001,866100,107.066708
"14",107.900002,108.550003,107.309998,107.839996,1251200,106.621787
"15",107.339996,108.099998,106.260002,107.43,522600,106.216423
"16",107.940002,111.43,107.940002,110.599998,874200,109.350611
"17",110.879997,113.580002,110.580002,112.470001,963200,111.199489
"18",112.480003,113.029999,111.580002,112.910004,483600,111.634521
"19",112.720001,112.879997,111.510002,111.660004,394400,110.398642
"20",111.790001,111.970001,108.709999,110.050003,671100,108.806829
"21",110.529999,114.300003,110,113.769997,895000,112.484799
"22",111.440002,114.150002,111.190002,113.269997,495200,111.990448
"23",113.18,117,113.089996,116.510002,1033000,115.193853
"24",117,118.599998,116.739998,117.150002,842300,115.826622
"25",117.449997,117.620003,114.410004,114.900002,884000,113.602039
"26",115.480003,115.860001,113.639999,114.68,671200,113.384523
"27",113.730003,114.190002,112.050003,112.260002,660400,110.991863
"28",112.519997,114.529999,112.400002,114.379997,486300,113.087909
"29",113.889999,114.269997,112.43,113.339996,383400,112.059657
"30",114.239998,114.900002,113.709999,114.309998,461500,113.0187
"31",114.989998,116.269997,114.510002,114.660004,419000,113.364753
"32",115.330002,116.059998,114.860001,114.980003,544400,113.681137
"33",114.720001,115.040001,112.889999,113.870003,288100,112.583676
"34",113.790001,114.209999,111.949997,112.849998,358600,111.575194
"35",112.75,114.5,112.5,112.589996,470400,111.318129
"36",113.169998,113.279999,112.209999,112.900002,492300,111.624632
"37",111.629997,111.980003,108.110001,108.550003,703900,107.323773
"38",108.5,109.510002,106.150002,107.730003,996400,106.513037
"39",108.540001,111.589996,108.07,111.199997,557100,109.943832
"40",110.970001,111.529999,108.849998,108.989998,656500,107.758798
"41",108.519997,111.5,108.190002,111.260002,930400,110.003159
"42",109.5,110.050003,104.300003,106.870003,3210500,105.662751
"43",106.870003,108.019997,104.790001,107.839996,1766000,106.621787
"44",108.059998,111.660004,108.050003,109.839996,1110600,108.599194
"45",109.589996,110.349998,108.239998,109.080002,690500,107.847785
"46",110.25,111.43,109.370003,110.300003,608100,109.054004
"47",110.580002,113.080002,110.099998,112.989998,745800,112.048846
"48",113.919998,114.769997,112.209999,112.769997,760500,111.830678
"49",113.639999,114.910004,112.989998,114.870003,443800,113.913192
"50",115.330002,115.730003,114.739998,115.160004,561200,114.200777
"51",114.400002,116.709999,114.370003,116.089996,528800,115.123023
"52",116.199997,116.199997,114.959999,115.610001,305300,114.647026
"53",115.529999,116.510002,114.68,116.169998,428200,115.202359
"54",116.5,116.629997,115.629997,116,308900,115.033777
"55",116.25,116.309998,115.099998,115.949997,330700,114.98419
"56",115.940002,115.940002,114.440002,115.059998,337200,114.101604
"57",114.459999,115.230003,113.050003,115.099998,249400,114.141272
"58",115.599998,115.599998,114.25,115.080002,365500,114.121442
"59",115.029999,115.5,113.949997,114.860001,526600,113.903273
"60",115.290001,115.449997,112.900002,114.199997,440800,113.248767
"61",114.650002,114.910004,113.440002,113.900002,726300,112.95127
"62",113.709999,114.139999,112.330002,113.989998,564500,113.040517
"63",113.690002,115.360001,113.550003,114.150002,467000,113.199188
"64",114,114.370003,112.849998,112.940002,402300,111.999267
"65",112.879997,113.57,110.830002,112.449997,709100,111.513343
"66",112.18,112.970001,111.480003,112.900002,439100,111.9596
"67",112.769997,113.43,110.739998,111.220001,397500,110.293593
"68",110.860001,110.889999,107.790001,108.410004,503900,107.507001
"69",108.190002,108.540001,106.910004,108.199997,812300,107.298744
"70",108.580002,108.879997,106.230003,107.059998,604300,106.16824
"71",107.660004,109.160004,107.099998,108.449997,565900,107.546662
"72",109.309998,109.650002,107.349998,107.889999,789100,106.991328
"73",107.879997,108.419998,105.110001,105.660004,564300,104.779908
"74",104.470001,105.68,103.589996,104.449997,670700,103.57998
"75",104.699997,105.199997,103.699997,104.709999,1014600,103.837816
"76",104.599998,105.220001,102.25,102.800003,834600,101.943729
"77",103.510002,104.75,103,104.260002,478900,103.391567
"78",102.93,103.400002,101.889999,102.029999,839400,101.180139
"79",102.360001,102.470001,97.709999,98.040001,1798200,97.223376
"80",98.040001,99.379997,95.5,97.629997,1635400,96.816787
"81",97.760002,99.529999,97.300003,99.010002,974100,98.185297
"82",99.410004,100.550003,98.629997,99.480003,817800,98.651384
"83",99.349998,99.43,96.800003,98.07,763200,97.253125
"84",97.260002,97.260002,94.650002,94.650002,1144800,93.861613
"85",94.919998,98.379997,94.279999,98.239998,1066200,97.421707
"86",97.900002,98.400002,93.519997,93.68,1398000,92.899692
"87",92.980003,93.25,90.010002,90.699997,1242300,89.94451
"88",90.230003,91.260002,85.209999,85.360001,1473100,84.648994
"89",85.870003,90.150002,84.480003,89.010002,1798400,88.268592
"90",88.010002,90.199997,85.739998,89.360001,1165700,88.615676
"91",87.290001,92.660004,87.290001,92,1041500,91.233685
"92",93.970001,94.709999,92.699997,93.029999,750000,92.255104
"93",93.110001,94.290001,92.089996,92.82,523400,92.046855
"94",93.260002,96.75,93.260002,96.599998,645800,95.795368
"95",96.57,96.889999,94.690002,94.870003,525200,94.079782
"96",95.669998,97.220001,94.330002,95.949997,574700,95.15078
"97",96.199997,97.599998,94.279999,97.5,502700,96.687873
"98",96.830002,97.290001,94.800003,96.269997,630300,95.468115
"99",96.610001,100.860001,96.400002,100.849998,870200,100.009967
"100",100.620003,102.849998,100.260002,101.309998,1399700,100.466135
"101",111.010002,113.879997,105.220001,108.870003,1945500,107.963169
"102",110.25,110.279999,106.110001,107.339996,1300000,106.445907
"103",107.279999,108.110001,106.169998,106.730003,793700,105.840995
"104",106.32,106.849998,103.690002,105.32,826200,104.442736
"105",106.139999,106.169998,103.879997,104.360001,628400,103.490733
"106",104.519997,107.870003,104.339996,107.809998,627300,107.251137
"107",107.529999,108.489998,106.519997,107.080002,585500,106.524925
"108",107.510002,108,106.57,107.809998,567400,107.251137
"109",108.120003,109.029999,106.5,107.330002,511200,106.773629
"110",107.220001,109.209999,107.190002,107.809998,677300,107.251137
"111",108.440002,108.580002,105.480003,106.57,615100,106.017567
"112",106.25,106.790001,104.93,106.669998,555900,106.117047
"113",106.650002,107.260002,105.559998,106.879997,485700,106.325957
"114",106.709999,109.970001,106.610001,109.279999,543400,108.713518
"115",109.18,109.269997,107.470001,108.080002,459600,107.519741
"116",107.580002,109.699997,106.699997,108.68,371500,108.11663
"117",110.18,110.599998,108.480003,108.730003,475300,108.166374
"118",109.580002,111.489998,109.169998,111.349998,382900,110.772787
"119",111.239998,111.849998,108.169998,108.589996,430300,108.027092
"120",108.25,109.160004,107.459999,108.75,502700,108.186266
"121",109.139999,109.18,106.720001,108.529999,275500,107.967406
"122",108.639999,108.639999,106.110001,107.059998,444300,106.505025
"123",107.010002,107.870003,106.139999,106.839996,780000,106.286164
"124",106.760002,107.900002,105.150002,107.489998,914100,106.932796
"125",107.25,107.75,106.129997,107.529999,839400,106.972589
"126",107.82,108,105.599998,106.18,462600,105.629589
"127",106.029999,106.169998,102.18,102.510002,749500,101.978615
"128",102.43,108.690002,102.43,108.550003,1028100,107.987306
"129",108.089996,109,105.5,105.580002,568600,105.032701
"130",106.5,107.660004,105.650002,105.839996,458200,105.291348
"131",104.660004,106.459999,103.860001,103.900002,489000,103.361409
"132",104.309998,106.160004,103.290001,104.209999,650200,103.6698
"133",104.040001,105.139999,102.629997,102.699997,542400,102.167625
"134",103.169998,104.510002,101.110001,104.449997,876300,103.908554
"135",106.379997,109.959999,104.660004,109.449997,681300,108.882635
"136",109.800003,110,105.260002,106.080002,1170600,105.530109
"137",106.129997,106.830002,104.489998,104.75,453500,104.207002
"138",104.879997,106.169998,104.510002,105.190002,423800,104.644723
"139",105.110001,105.910004,104.519997,105.300003,160400,104.754153
"140",105.879997,107.809998,105.650002,107.68,253000,107.121813
"141",107.220001,109.739998,106.879997,108.410004,381600,107.848033
"142",107.610001,108.300003,106.669998,106.910004,329800,106.355808
"143",107.400002,108.339996,106.629997,106.709999,276300,106.15684
"144",107.669998,107.889999,103.68,104.910004,413400,104.366176
"145",103.410004,103.57,97.669998,98.309998,1387300,97.800382
"146",98.379997,99.080002,96.080002,96.860001,1136300,96.357902
"147",97.360001,100.400002,97.339996,100.370003,777100,99.849709
"148",101.610001,102.220001,100.550003,101.790001,574600,101.262346
"149",102.169998,102.75,100.190002,100.559998,537100,100.038719
"150",100.610001,100.839996,98.900002,100.260002,460800,99.740279
"151",101.5,102.879997,98.57,99.980003,614300,99.461731
"152",98.349998,99.75,97.82,99.330002,610400,98.815099
"153",99.809998,100.730003,95.75,95.870003,657400,95.373036
"154",95.5,97.449997,94.699997,97.32,798600,96.815517
"155",99.110001,99.389999,96.730003,97.870003,640300,97.362668
"156",97.550003,99.529999,97.309998,98.769997,514000,98.257997
"157",99.169998,100,98.059998,98.879997,607100,98.367427
"158",98.879997,102.040001,98.309998,101.559998,816700,101.033535
"159",101.139999,103.010002,100.099998,102.529999,754200,101.998508
"160",100.980003,102.989998,100.150002,102.349998,651400,101.819441
"161",102.510002,102.760002,99.919998,101.010002,1316800,100.486391
"162",114.290001,126,112,125.010002,4834100,124.361981
"163",123.690002,132,123.330002,129.630005,2896200,128.958035
"164",129.789993,132.570007,128.779999,131.020004,1930100,130.340828
"165",132.080002,135.070007,131.429993,134.440002,1534700,133.743098
"166",134.389999,134.389999,131.539993,131.970001,1361800,131.285901
"167",133.050003,135.360001,132.910004,134.990005,1033600,134.626896
"168",134.539993,135.470001,131.649994,132.160004,852700,131.804507
"169",131.869995,134.149994,130.570007,130.619995,708300,130.268641
"170",132.369995,133.080002,131.229996,132.580002,623200,132.223375
"171",132.899994,132.899994,131.259995,131.720001,579500,131.365688
"172",133.449997,139.720001,133.130005,139.580002,1313800,139.204546
"173",139.210007,140,135.130005,136.399994,791200,136.033092
"174",136.190002,139.089996,135.210007,137.160004,650000,136.791057
"175",136.699997,137.139999,135.199997,136.529999,525200,136.162747
"176",136.720001,137.649994,136.089996,136.279999,401200,135.913419
"177",136.119995,137.300003,134,137.080002,470900,136.711271
"178",136.589996,137.039993,135.669998,136.789993,396500,136.422042
"179",136.720001,136.830002,134.149994,134.5,590700,134.138209
"180",134.110001,138.330002,134.110001,137.649994,934600,137.279729
"181",138.119995,139.800003,137.509995,137.779999,738400,137.409385
"182",138.009995,139.789993,137.039993,137.990005,632600,137.618826
"183",138.470001,145,138.039993,142.389999,1257300,142.006985
"184",142.389999,144.369995,140.630005,142.429993,894000,142.046871
"185",141.960007,142,137.600006,138.889999,813800,138.516399
"186",139.169998,139.690002,137.649994,137.949997,741900,137.578926
"187",137.470001,137.470001,134.270004,134.990005,701900,134.626896
"188",134.880005,134.979996,132.009995,132.619995,915300,132.263261
"189",131.339996,132.089996,129.539993,129.570007,995000,129.221477
"190",130.460007,132.220001,130.199997,130.740005,829800,130.388328
"191",132.279999,133.839996,131.669998,132.169998,605500,131.814474
"192",131.020004,131.600006,128.75,130.289993,951800,129.939526
"193",131.210007,135.990005,131.130005,134.440002,1060900,134.078373
"194",134.610001,135.25,132.419998,133.160004,708200,132.801817
"195",132.919998,137.270004,131.869995,136.059998,686500,135.69401
"196",135.300003,138.149994,135.009995,136.830002,598900,136.461943
"197",137.369995,138.970001,135.75,136.520004,1834700,136.152779
"198",138.130005,138.470001,136.740005,136.740005,578300,136.372189
"199",136.160004,137.179993,135.199997,135.369995,553100,135.005864
"200",135.600006,136.619995,131.889999,131.940002,593000,131.585097
"201",130.899994,133.979996,130.029999,133.020004,547400,132.662194
"202",131.990005,134.289993,131.75,133.169998,446100,132.811784
"203",134.960007,136.649994,134.059998,136.440002,566000,136.072993
"204",135.070007,135.660004,133.259995,133.630005,572200,133.270554
"205",132.820007,133.539993,130.5,132.220001,703600,131.864343
"206",132.210007,134.190002,131.679993,133.539993,757400,133.180784
"207",133.309998,135.600006,133.020004,134.529999,646300,134.168127
"208",133.509995,136.270004,133.509995,134.539993,473200,134.178094
"209",134.779999,136.039993,134.289993,136,567900,135.634174
"210",135.479996,138.759995,135.240005,138.089996,572700,137.718548
"211",137.970001,139.619995,137.130005,138.350006,495000,137.977859
"212",137.770004,139,136.899994,137.339996,506700,136.970566
"213",137.539993,138.820007,135.940002,136.5,476000,136.132829
"214",137.25,139.080002,136.740005,138.330002,363700,137.957908
"215",137.580002,138.710007,136,138.399994,732400,138.027712
"216",137.330002,137.699997,135.699997,137.029999,539100,136.661402
"217",139.509995,144.190002,138.070007,142,963900,141.618034
"218",142.75,144.429993,142,143.240005,759500,142.854704
"219",144,144.990005,142.130005,144.529999,710100,144.141228
"220",144.669998,149.119995,144.100006,146.490005,966800,146.095962
"221",147.5,149.110001,144.970001,145.100006,704000,144.709702
"222",146.419998,146.990005,143.259995,143.589996,592000,143.203754
"223",143.990005,145.350006,140.669998,144.139999,625700,143.752277
"224",143,144.050003,139.75,140.199997,1078200,139.822873
"225",122.290001,134,119.099998,130.380005,5112100,130.029296
"226",130.589996,132.490005,123.739998,126.480003,2711300,126.139785
"227",126.269997,128.990005,125.68,127.279999,1460300,126.937629
"228",126.760002,127.260002,122.910004,123.120003,1161400,122.788822
"229",122.660004,123.470001,121.120003,122.68,1149000,122.350004
"230",121.879997,123.93,120.669998,123.650002,1111700,123.650002
"231",124.730003,129.789993,124.400002,129.279999,1822900,129.279999
"232",128.350006,132.740005,127.980003,132.080002,1745400,132.080002
"233",130.619995,131.869995,129.759995,130.289993,1574400,130.289993
"234",130,130.860001,126.75,126.800003,1862700,126.800003
"235",127.089996,127.68,124.669998,126.400002,1555000,126.400002
"236",126.470001,126.82,124.849998,125.489998,996900,125.489998
"237",125.029999,126.849998,124.800003,125.790001,736500,125.790001
"238",126.099998,126.940002,122.940002,123.410004,1111800,123.410004
"239",123.870003,127.480003,123.470001,126.550003,1013100,126.550003
"240",126.660004,127.540001,124.779999,125.07,876200,125.07
"241",125.07,125.959999,124.120003,124.849998,602600,124.849998
"242",124.43,124.989998,122.18,122.5,1140100,122.5
"243",122.239998,123.489998,121.730003,122.379997,989800,122.379997
"244",122.300003,122.82,121.410004,122.32,787400,122.32
"245",122.68,122.68,120.150002,120.519997,2753100,120.519997
"246",121.080002,121.699997,119.82,121.25,735400,121.25
"247",121,123.720001,120.260002,122.279999,653100,122.279999
"248",121.699997,124.860001,121.339996,123.559998,749200,123.559998
"249",122.550003,124.290001,121.510002,121.760002,869700,121.760002
"250",120.959999,123.169998,120.959999,122.589996,756900,122.589996
"251",122.230003,123.260002,120.559998,120.620003,745700,120.620003
"252",120.980003,120.980003,118.379997,119.959999,633700,119.959999
"253",120.910004,120.970001,117.029999,117.800003,1206700,117.800003
