"","HOG.Open","HOG.High","HOG.Low","HOG.Close","HOG.Volume","HOG.Adjusted"
"1",72.309998,72.419998,71.550003,72,777000,70.666118
"2",71.620003,72.279999,71.589996,72.040001,1081500,70.705378
"3",71.879997,72,69.449997,69.790001,2446100,68.497062
"4",69.620003,69.739998,68.739998,69.089996,2003000,67.810026
"5",68.940002,69.139999,68.589996,68.739998,1396100,67.466511
"6",68.650002,69.169998,68.550003,68.93,1898400,67.652994
"7",69.059998,69.989998,68.900002,69.910004,1328200,68.614841
"8",70.370003,71.18,70.040001,70.139999,1894400,68.840576
"9",70.32,71.599998,70.110001,71.370003,2147000,70.047792
"10",71.360001,72.370003,71.300003,71.370003,1705100,70.047792
"11",71.440002,71.919998,70.589996,70.660004,1375500,69.350947
"12",69.449997,69.970001,69.230003,69.470001,2449500,68.18299
"13",69.470001,69.599998,68.660004,69.209999,1580800,67.927805
"14",69.110001,69.720001,69.110001,69.400002,1591800,68.114288
"15",69.5,70.18,69.190002,69.849998,1308800,68.555948
"16",70.150002,70.650002,69.949997,70.330002,1184600,69.027059
"17",68.75,68.870003,67.769997,67.800003,3545800,66.543931
"18",68.050003,68.790001,68.019997,68.459999,1359300,67.1917
"19",68.459999,69,68.370003,68.669998,1221500,67.397808
"20",68.629997,68.760002,68.169998,68.32,1456200,67.054294
"21",69.519997,69.519997,68.25,69.050003,1394900,67.770773
"22",68.230003,68.279999,67.269997,67.760002,1423900,66.504671
"23",67.699997,68.410004,67.559998,68.349998,810000,67.083737
"24",68.360001,68.470001,67.32,67.32,1967600,66.07282
"25",67.269997,67.360001,65.830002,66.029999,4099400,64.806718
"26",66.349998,66.93,66.080002,66.650002,1395500,65.415234
"27",66.419998,66.75,65.779999,65.849998,1673500,64.630052
"28",66.120003,67.339996,65.980003,67.300003,3083500,66.053194
"29",67.150002,67.639999,66.800003,67.080002,2136200,65.837269
"30",64.040001,64.5,62.52,63.459999,9209400,62.28433
"31",63.43,64.699997,63.009998,64.599998,3194500,63.40321
"32",64.800003,64.940002,64.32,64.639999,2218300,63.44247
"33",64.360001,64.709999,63.790001,63.950001,1746200,62.765254
"34",64,64.029999,62.810001,62.939999,1711700,61.773964
"35",63.099998,63.889999,62.93,63.060001,1227000,61.891743
"36",63.189999,63.619999,62.880001,63.369999,1062300,62.195998
"37",62.27,63.02,61.759998,61.82,2256100,60.674714
"38",61.799999,62.389999,61.41,61.98,2184300,60.83175
"39",62.259998,62.869999,62.060001,62.310001,2626300,61.155638
"40",62,62.34,61.009998,61.16,1587900,60.026941
"41",60.959999,61.849998,60.860001,61.700001,1799900,60.556938
"42",61.970001,62.209999,60.509998,60.630001,1353900,59.506761
"43",60.779999,61.799999,60.720001,61.73,1727300,60.586381
"44",61.830002,62.02,61.529999,61.869999,885200,60.723787
"45",61.700001,62.119999,61.669998,61.709999,685700,60.566751
"46",61.93,62.32,61.630001,62.290001,1157500,61.136008
"47",62.259998,62.52,62.150002,62.400002,776300,61.243971
"48",62.48,62.610001,61.459999,61.889999,1028600,60.743417
"49",62.310001,62.830002,62.189999,62.73,902200,61.567855
"50",62.790001,63.130001,62.689999,62.939999,689800,61.773964
"51",62.93,64.580002,62.849998,64.379997,2262900,63.187285
"52",64.5,64.660004,63.860001,64.019997,754700,62.833953
"53",63.77,64.110001,63.450001,63.650002,874500,62.470813
"54",63.970001,64.129997,63.66,63.830002,532200,62.647478
"55",64.050003,64.050003,63.5,63.68,805100,62.500256
"56",63.68,63.860001,63.529999,63.740002,880600,62.559146
"57",63.380001,63.619999,62.950001,63.459999,538100,62.28433
"58",63.68,64.059998,63.439999,63.560001,571400,62.38248
"59",63.970001,64.07,63.220001,63.32,884400,62.146925
"60",63.740002,63.740002,63.23,63.48,1059600,62.30396
"61",63.740002,64.300003,63.490002,64.010002,1466900,62.824144
"62",63.900002,65.43,63.689999,65.32,1608500,64.109872
"63",64.919998,65.300003,64.900002,65.290001,1026500,64.080429
"64",65.150002,65.160004,64.730003,64.809998,958600,63.609319
"65",64.800003,64.860001,63.950001,64.269997,1371400,63.079322
"66",64.379997,65.879997,64.300003,65.209999,3090200,64.00191
"67",64.730003,64.889999,64.230003,64.419998,1378400,63.494308
"68",64.400002,64.830002,64.209999,64.43,1187300,63.504167
"69",64.230003,64.239998,63.509998,63.57,1848100,62.656524
"70",63.540001,63.73,62.25,62.369999,2546300,61.473767
"71",62.540001,63.169998,62.34,62.639999,2135600,61.739887
"72",62.98,63.029999,62.34,62.560001,2416200,61.661039
"73",62.259998,62.779999,61.950001,62.18,1121000,61.286498
"74",61.93,62.439999,61.810001,61.830002,1186700,60.941529
"75",61.919998,62.139999,60.75,60.98,2699400,60.103741
"76",61.200001,61.73,60.889999,60.98,2335100,60.103741
"77",60.860001,61.040001,60.240002,60.540001,1989600,59.670065
"78",60,60.189999,59.27,59.34,1924300,58.487308
"79",59.220001,59.299999,58.080002,58.200001,2108000,57.36369
"80",58.27,58.580002,57.580002,57.639999,2805300,56.811735
"81",57.5,58.310001,57.48,58.110001,1889100,57.274983
"82",58.34,59.560001,58.34,59.389999,1984500,58.536588
"83",60.619999,60.799999,59.630001,59.849998,1937200,58.989978
"84",59.450001,59.459999,57.84,57.84,2071800,57.008862
"85",57.779999,59.07,57.18,58.970001,1527300,58.122625
"86",58.919998,59.029999,57.369999,57.389999,1304100,56.565328
"87",57.25,57.73,56.450001,56.459999,2435900,55.648691
"88",56.610001,57.25,55.880001,56.490002,1946100,55.678263
"89",56.740002,57.349998,56.240002,56.400002,1870800,55.589556
"90",55.25,55.82,54.220001,55.48,3263900,54.682774
"91",54.5,57.240002,54.419998,57.080002,3085300,56.259785
"92",57.779999,58.759998,57.77,58.630001,3033100,57.787511
"93",58.619999,58.700001,57.880001,58.380001,2993800,57.541103
"94",63,63.43,60.880001,62.650002,6836400,61.749746
"95",62.52,62.75,61.84,61.939999,2705000,61.049945
"96",62.799999,63.700001,62.529999,63.009998,2539700,62.104569
"97",62.91,63.450001,62.209999,63.349998,2197100,62.439684
"98",62.880001,63.639999,62.310001,63.369999,1759500,62.459397
"99",63.599998,64.610001,63.48,64.449997,2009700,63.523876
"100",64.25,64.82,63.619999,64.019997,1518600,63.100054
"101",63.700001,65.629997,63.610001,64.940002,1882900,64.00684
"102",65.769997,65.879997,65.220001,65.699997,2148400,64.755914
"103",65.860001,65.889999,65.040001,65.279999,1153800,64.341951
"104",65.029999,65.110001,64.080002,64.110001,1633000,63.188765
"105",64.599998,64.639999,64.029999,64.360001,1760100,63.435173
"106",64.480003,66.07,64.370003,65.709999,1651400,64.765772
"107",65.57,66.290001,65.410004,66.040001,1256700,65.091032
"108",66.019997,66.660004,65.809998,66.480003,928000,65.524712
"109",66.5,67.389999,66.480003,66.730003,998700,65.771119
"110",66.440002,67.43,66.370003,67.110001,1095700,66.145656
"111",67.18,67.720001,67.07,67.650002,1158900,66.677898
"112",69.330002,69.379997,68.290001,68.400002,2023000,67.41712
"113",68.25,68.669998,68.169998,68.639999,1100200,67.65367
"114",68.540001,68.980003,68.290001,68.809998,1006000,67.821225
"115",68.610001,69.360001,68.489998,69.199997,1028200,68.20562
"116",68.779999,69.919998,68.660004,69.360001,927700,68.363325
"117",69.940002,70.139999,68.620003,68.660004,1797100,67.673386
"118",69.050003,69.779999,68.949997,69.290001,1517800,68.294331
"119",69.68,70.050003,69.040001,69.099998,1234500,68.107059
"120",69.169998,69.449997,68.209999,68.290001,1320700,67.3087
"121",68.5,69.940002,68.5,69.68,925500,68.678726
"122",69.690002,69.849998,68.669998,68.739998,1157000,67.752231
"123",68.830002,69.660004,68.709999,68.779999,838700,67.791657
"124",68.279999,69.610001,68.279999,69.139999,1133600,68.146485
"125",68.82,69.690002,68.440002,69.690002,1521300,68.688584
"126",69.739998,70.410004,69.540001,70.150002,1191500,69.141974
"127",69.980003,70.150002,69.019997,69.089996,1334800,68.0972
"128",68.559998,69.239998,67.830002,68.959999,1490100,67.969071
"129",68.699997,69.150002,67.459999,67.57,1304900,66.599045
"130",67.879997,68.760002,67.220001,67.389999,1393000,66.421632
"131",66.690002,67.529999,66.419998,66.419998,1496500,65.733811
"132",66.870003,67.550003,66.169998,66.349998,1326900,65.664534
"133",64.440002,64.839996,62.490002,62.700001,4592300,62.052245
"134",62.959999,63.150002,61.59,62.98,2658200,62.329351
"135",63.700001,64.449997,63.080002,64.43,1780100,63.764372
"136",64.639999,65.279999,64.199997,64.790001,2484000,64.120653
"137",65.169998,65.330002,64.709999,65.309998,1114600,64.635278
"138",65.529999,66.25,65.419998,65.599998,1067800,64.922283
"139",65.860001,65.970001,65.360001,65.559998,311200,64.882695
"140",65.839996,66.25,65.639999,65.779999,597700,65.100423
"141",65.639999,66.849998,65.489998,66.360001,843500,65.674433
"142",66.379997,66.550003,65.949997,66.330002,652100,65.644744
"143",66.400002,66.610001,65.830002,65.910004,993300,65.229085
"144",65.910004,66.580002,64.889999,65.790001,1012300,65.110322
"145",65.089996,65.199997,64.190002,64.5,1515900,63.833648
"146",64.760002,64.760002,62.779999,63.73,1753300,63.071603
"147",64.300003,64.779999,63.860001,64.779999,1013300,64.110754
"148",65.440002,66.220001,65.440002,66.129997,1180300,65.446806
"149",66.440002,66.529999,64.559998,64.800003,977400,64.130552
"150",65.059998,65.07,64.239998,64.660004,1571700,63.991999
"151",65.120003,65.93,63.73,64.190002,1909600,63.526853
"152",63.75,63.75,62.16,63.490002,1932400,62.834084
"153",63.759998,64.07,62.599998,62.639999,2575000,61.992863
"154",62.529999,63.240002,61.950001,63.200001,1357500,62.547079
"155",63.189999,63.57,62.560001,63.360001,1260500,62.705426
"156",62.970001,64.139999,62.73,64.010002,1394800,63.348713
"157",64.400002,65.830002,64.18,65.620003,1674500,64.94208
"158",66.120003,66.279999,64.989998,65,2068200,64.328483
"159",64.82,65.400002,64.669998,64.849998,1988700,64.180031
"160",64.040001,64.07,61.82,62.490002,4182400,61.844415
"161",62.619999,63,61.209999,62.290001,4263100,61.646481
"162",63.060001,65.279999,62.669998,64.599998,3473600,63.932614
"163",63.599998,63.650002,61.619999,61.700001,3576500,61.062576
"164",61.630001,62.060001,60.779999,61.68,2184600,61.042782
"165",62.25,63.529999,62.200001,63.490002,1378900,62.834084
"166",63.119999,63.450001,62.650002,62.759998,1276600,62.111623
"167",63.009998,63.560001,62.970001,63.139999,1223400,62.487698
"168",63.400002,64.360001,63.27,64.209999,1564400,63.546643
"169",63.84,64.589996,63.73,63.790001,1337200,63.130984
"170",64.089996,64.360001,63.009998,63.810001,1231800,63.150778
"171",63.52,63.98,62.599998,62.759998,1830500,62.111623
"172",62.919998,63.110001,62.380001,63.080002,1720600,62.42832
"173",62.91,63.950001,62.889999,63.900002,1182100,63.552169
"174",63.98,64.620003,63.639999,64.32,1027900,63.969881
"175",63.939999,64.150002,63.18,63.259998,1490000,62.915649
"176",63.259998,63.650002,62.98,63.369999,766800,63.025051
"177",62.93,63.799999,62.5,63.48,1464600,63.134453
"178",63.209999,63.380001,62.25,62.389999,1862800,62.050386
"179",62.389999,62.470001,61.869999,62.279999,2278400,61.940984
"180",62.099998,63.400002,62.080002,63.360001,1689600,63.015107
"181",63.419998,64,63.349998,63.84,1839000,63.492494
"182",64.059998,64.43,63.509998,63.57,1405100,63.223963
"183",63.560001,65.199997,63.5,65.07,2273200,64.715798
"184",64.949997,64.949997,63.849998,64.150002,1267500,63.800808
"185",63.799999,63.959999,62.509998,62.84,1159500,62.497937
"186",62.939999,63.34,62.709999,63,1051100,62.657066
"187",62.75,63.259998,61.959999,62.060001,2634300,61.722184
"188",62.02,63.029999,61.279999,62.880001,2044800,62.53772
"189",62.34,62.709999,61.98,62.209999,1422500,61.871366
"190",62.400002,62.720001,62.16,62.16,1947400,61.821638
"191",62.48,62.75,60.259998,60.849998,4481000,60.518768
"192",60.209999,60.23,58.240002,58.799999,6399100,58.479928
"193",58.990002,59.299999,58.75,59.240002,2256200,58.917535
"194",59.029999,59.990002,59.029999,59.75,2484000,59.424757
"195",59.75,61.360001,59.009998,60.900002,2467800,60.568499
"196",60.720001,61.43,60.720001,61.18,1425900,60.846973
"197",61.43,62.09,61.259998,61.939999,4502600,61.602835
"198",61.810001,62.380001,61.580002,61.740002,2249400,61.403927
"199",61.549999,61.700001,60.919998,60.919998,1027100,60.588387
"200",61.830002,62.150002,60.27,60.27,1428000,59.941927
"201",59.799999,60.25,59.779999,59.98,1199200,59.653505
"202",59.799999,60.240002,59.32,59.459999,1927700,59.136335
"203",59.970001,60.970001,59.84,60.75,1887300,60.419314
"204",60.439999,60.889999,60.419998,60.740002,1593900,60.40937
"205",60.700001,61.099998,59.990002,60.279999,1733000,59.951871
"206",60.200001,61.200001,60,61.049999,1444900,60.71768
"207",60.77,61.950001,60.549999,61.610001,2703200,61.274633
"208",61.369999,61.900002,61.16,61.400002,2130000,61.065777
"209",61.779999,62.529999,61.779999,62.330002,2773600,61.990715
"210",62.040001,62.66,61.98,62.59,1788300,62.249298
"211",62.650002,62.959999,62.27,62.509998,1661700,62.169732
"212",62.619999,62.919998,62.310001,62.439999,1412400,62.100113
"213",62.060001,62.369999,61.189999,62.169998,1382900,61.831582
"214",62.18,62.259998,61.57,61.700001,2013000,61.364143
"215",61.639999,61.93,61.139999,61.709999,2277500,61.374087
"216",61.310001,61.330002,60.290001,60.599998,2489200,60.270129
"217",60.990002,61.830002,60.93,61.77,3422500,61.433762
"218",56.439999,57.779999,55.59,55.720001,15471900,55.416695
"219",55.759998,56.959999,55.509998,56.23,7543100,55.923917
"220",56.48,57.200001,56.139999,56.950001,2999800,56.639999
"221",57.41,57.790001,57.080002,57.23,2458500,56.918474
"222",57.43,57.66,56.869999,57.5,2775100,57.187005
"223",57.669998,57.91,56.650002,56.93,2963400,56.620108
"224",56.599998,57.080002,56.529999,56.849998,2264800,56.540542
"225",56.75,56.880001,56.169998,56.209999,2481300,55.904026
"226",56.689999,56.779999,56.360001,56.59,2044300,56.281958
"227",56.779999,57.060001,56.540001,56.700001,2296500,56.39136
"228",56.759998,57.580002,56.66,57.16,3318000,56.848855
"229",57.200001,57.27,56.310001,56.529999,2186200,56.222284
"230",56.43,57,56.299999,56.860001,1081600,56.550489
"231",57.400002,57.889999,57.169998,57.23,1236800,56.918474
"232",57.009998,57.599998,56.849998,56.880001,1166200,56.570381
"233",56.630001,56.84,56.110001,56.18,1749800,55.87419
"234",56.400002,56.48,55.709999,55.799999,1910000,55.496258
"235",55.48,55.509998,53.040001,54.610001,7396300,54.312737
"236",54.73,55.720001,54.610001,55.689999,3959600,55.386856
"237",55.709999,56.189999,55.619999,56.16,2004600,55.854299
"238",56.330002,56.330002,55.73,55.98,1944400,55.675278
"239",55.98,56.669998,55.889999,56.529999,2241700,56.222284
"240",56.5,57.099998,56.389999,57,1966700,56.689727
"241",57,57.25,56.900002,56.950001,2110100,56.639999
"242",56.720001,56.720001,54.560001,54.939999,2561400,54.939999
"243",55,55.259998,54.700001,54.970001,1973000,54.970001
"244",54.82,54.93,53.759998,54.02,2670300,54.02
"245",53.950001,53.990002,53.380001,53.490002,2558900,53.490002
"246",53.68,53.68,53.099998,53.389999,2348000,53.389999
"247",53.200001,54.970001,53.200001,54.02,2121300,54.02
"248",54.240002,55.060001,54.200001,54.529999,1721300,54.529999
"249",54.130001,54.700001,54.009998,54.169998,1290100,54.169998
"250",54.189999,54.5,53.939999,54.299999,1324300,54.299999
"251",54.23,54.380001,53.849998,53.900002,1711600,53.900002
"252",53.939999,54.310001,53.639999,54.02,1399700,54.02
"253",53.59,54.84,53.549999,54.689999,1842600,54.689999
